AKBLIG-RXN	EG10512
PYRROLINECARBREDUCT-RXN	EG10769
ASPCARBTRANS-RXN	EG10805
ASPCARBTRANS-RXN	EG10811
RHAMNISOM-RXN	EG11867
CHEBTAPD-RXN	EG10147
H2NTPEPIM-RXN	G7195
TRANS-RXN-122A	EG20044
TRANS-RXN-122A	EG10405
3.1.21.3-RXN	EG10459
3.1.21.3-RXN	EG10458
3.1.21.3-RXN	EG10460
2.3.1.128-RXN	EG10850
2.3.1.128-RXN	EG10851
DIENOYLCOAREDUCT-RXN	G36
GLYOXII-RXN	G6099
GLYOXII-RXN	EG12026
DXS-RXN	G6237
R170-RXN	EG10649
3-ISOPROPYLMALDEHYDROG-RXN	EG11577
RXN-9516	EG10274
2.7.4.22-RXN	EG11539
RXN-9514	EG11318
METBALT-RXN	EG10582
FLAVONADPREDUCT-RXN	EG10628
RXN0-5199	EG10222
RXN0-5199	G85
ADCLY-RXN	EG11493
RXN0-5198	EG11781
RXN0-5198	EG11946
RXN0-5198	EG11945
RXN0-5198	EG11947
2.7.8.25-RXN	G6339
GTP-CYCLOHYDRO-I-RXN	EG11375
2.7.7.60-RXN	G7423
ALPHA-AMYL-RXN	EG11387
3.6.3.39-RXN	EG10613
HOLO-ACP-SYNTH-RXN	EG10247
HOLO-ACP-SYNTH-RXN	EG12221
PEPCARBOXYKIN-RXN	EG10688
ACYLCOASYN-RXN	EG12357
ACYLCOASYN-RXN	EG11530
DUTP-PYROP-RXN	G7164
DUTP-PYROP-RXN	EG10251
TRANS-RXN-167A	EG10567
TRANS-RXN-167A	EG10569
TRANS-RXN-167A	EG10568
RXN0-3521	G7167
3.4.13.9-RXN	EG10698
UDPSUGARHYDRO-RXN	EG11060
RXN-821	EG10801
2.3.1.180-RXN	EG10277
ENOYL-ACP-REDUCT-NADPH-RXN	EG11528
RXN-9535	EG10274
PRPPSYN-RXN	EG10774
RXN-9539	EG10274
ADENINE-DEAMINASE-RXN	EG11692
RXN-10658	EG10274
RXN-10657	EG11528
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	EG10736
RXN-10659	EG11318
RXN-10654	EG10274
RXN0-382	EG11075
RXN-10656	EG11284
RXN-10655	EG11318
RXN0-384	EG11138
RXN-10660	EG11284
RXN-10661	EG11528
PYRAMKIN-RXN	G7259
SORB6PDEHYDROG-RXN	EG10971
KDO-8PPHOSPHAT-RXN	G7663
RXN-9531	EG10274
MCPTSR-RXN	EG10147
RXN-9523	EG10274
SHIKIMATE-KINASE-RXN	EG10081
SHIKIMATE-KINASE-RXN	EG10082
RXN-9527	EG10274
2.1.1.72-RXN	EG10204
2.1.1.72-RXN	EG11498
RXN0-3501	EG10638
RXN0-3501	EG10639
RXN0-3501	EG10647
RXN0-3501	EG10648
RXN0-3501	EG10644
RXN0-3501	EG10640
2.6.1.7-RXN	EG10096
1TRANSKETO-RXN	EG12100
1TRANSKETO-RXN	EG11427
PROTEIN-TYROSINE-PHOSPHATASE-RXN	G7106
PROTEIN-TYROSINE-PHOSPHATASE-RXN	G7011
PROTEIN-TYROSINE-PHOSPHATASE-RXN	G6503
PROTEIN-TYROSINE-PHOSPHATASE-RXN	G7415
UDP-NACMURALGLDAPAALIG-RXN	EG10622
3.2.1.21-RXN	EG12013
2.7.7.8-RXN	EG10743
RXN0-361	EG11082
RXN0-361	EG12030
RXN0-361	G6358
RXN0-363	EG11082
CITC-RXN	G6344
RXN0-5507	G7431
RXN0-5509	G7365
RXN0-5509	G7572
ACETOOHBUTREDUCTOISOM-RXN	EG10495
RXN-9550	EG11542
NICONUCADENYLYLTRAN-RXN	G6350
DHBDEHYD-RXN	EG10259
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	EG11396
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	EG11044
7-ALPHA-HYDROXYSTEROID-DEH-RXN	EG10425
GLYRIBONUCSYN-RXN	EG10792
1.8.1.4-RXN	EG10543
PPGPPSYN-RXN	EG10966
UDPMANNACADEHYDROG-RXN	EG11452
UDPGLCNACEPIM-RXN	EG11451
ADPREDUCT-RXN	EG10661
ADPREDUCT-RXN	EG10660
RXN-12752	EG11758
PEPTIDYLPROLYL-ISOMERASE-RXN	G7716
PEPTIDYLPROLYL-ISOMERASE-RXN	EG12352
PEPTIDYLPROLYL-ISOMERASE-RXN	EG10985
PEPTIDYLPROLYL-ISOMERASE-RXN	EG11663
PEPTIDYLPROLYL-ISOMERASE-RXN	EG10758
PEPTIDYLPROLYL-ISOMERASE-RXN	G7865
PEPTIDYLPROLYL-ISOMERASE-RXN	EG11080
PEPTIDYLPROLYL-ISOMERASE-RXN	EG10757
PEPTIDYLPROLYL-ISOMERASE-RXN	EG11003
ENTMULTI-RXN	EG10263
ENTMULTI-RXN	EG10264
ENTMULTI-RXN	EG10262
RXN0-2481	EG10729
RXN0-2481	EG10670
RXN0-2481	G6700
RXN0-2481	EG10671
KDGALDOL-RXN	EG10016
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	EG12030
GART-RXN	EG10799
RXN0-1401	EG10723
DEPHOSICITDEHASE-RXN	EG10026
RXN0-748	EG20257
RXN0-748	EG12381
RXN0-3542	G6580
ABC-23-RXN	EG10713
ABC-23-RXN	EG10714
ABC-23-RXN	EG11283
RXN0-746	EG11417
RIBULPEPIM-RXN	EG10055
RIBULPEPIM-RXN	EG12287
RIBULPEPIM-RXN	G7860
RXN0-3543	G6580
RXN0-3543	G6246
RXN0-747	EG20257
RXN0-747	EG12381
3.1.21.1-RXN	EG11336
RXN0-745	EG11417
RXN0-742	EG10796
RXN0-743	EG10793
RXN0-949	EG11306
MANNONDEHYDRAT-RXN	EG11066
TRANS-RXN0-498	EG12209
TRANS-RXN0-495	EG10250
TRANS-RXN0-496	EG11104
PHEAMINOTRANS-RXN	EG10497
PHEAMINOTRANS-RXN	EG10096
PHEAMINOTRANS-RXN	EG11040
TRANS-RXN0-499	EG10006
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10932
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10931
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10934
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	EG10933
CARNDETRU-RXN	EG11557
CHORISMATEMUT-RXN	EG11039
CHORISMATEMUT-RXN	EG10707
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	G6811
DIHYDROFOLATESYNTH-RXN	EG10327
RXN0-947	EG11591
F16ALDOLASE-RXN	EG10282
F16ALDOLASE-RXN	G7129
RXN-7607	G7742
RXN0-1741	EG10528
UDPREDUCT-RXN	EG10661
UDPREDUCT-RXN	EG10660
RXN-7609	G7742
TRANS-RXN0-490	EG10670
TRANS-RXN0-490	EG10671
TRANS-RXN0-493	EG10629
TRANS-RXN0-492	EG12520
TRANS-RXN0-492	EG12517
TRANS-RXN0-492	EG12439
TRANS-RXN0-492	EG12518
TRANS-RXN0-491	EG12520
TRANS-RXN0-491	EG12517
TRANS-RXN0-491	EG12439
TRANS-RXN0-491	EG12518
PROPIONATE--COA-LIGASE-RXN	EG11448
AMINEPHEN-RXN	EG13139
THREONINE--TRNA-LIGASE-RXN	EG11001
3.4.21.89-RXN	EG10530
RXN0-2001	G7170
ABC-7-RXN	EG10195
ABC-7-RXN	EG10197
ABC-7-RXN	EG10198
ABC-7-RXN	EG10183
ABC-7-RXN	EG10929
2.1.1.79-RXN	EG11531
OHBUTYRYL-COA-EPIM-RXN	EG10279
OHBUTYRYL-COA-EPIM-RXN	G7212
TRANSALDOL-RXN	EG11556
TRANSALDOL-RXN	EG11797
DTDPDEHYDRHAMEPIM-RXN	EG11979
SUCCSEMIALDDEHYDROG-RXN	EG11329
RXN0-963	G7723
RXN0-962	G7726
RXN0-1721	G6414
RXN0-1721	EG10155
RXN0-961	G6662
PSERTRANSAMPYR-RXN	EG10946
KDO-8PSYNTH-RXN	EG10518
RXN0-4841	G7724
THREDEHYD-RXN	EG10493
THREDEHYD-RXN	EG10990
RXN0-2023	EG11344
GSPSYN-RXN	EG12882
RXN0-2022	EG10754
GCVMULTI-RXN	EG11810
GCVMULTI-RXN	EG10371
GCVMULTI-RXN	EG11442
GCVMULTI-RXN	EG10543
RXN0-901	G7486
RXN0-901	G7487
RXN0-901	G7485
ACYLPHOSPHATASE-RXN	G6502
RXN0-1241	EG12449
RXN0-1241	EG12424
3.4.11.4-RXN	EG11549
RXN-3641	G6718
RXN0-2061	G6621
RXN-10462	EG10740
ACP-S-ACETYLTRANSFER-RXN	EG10277
HOMOSERDEHYDROG-RXN	EG10998
HOMOSERDEHYDROG-RXN	EG10590
3.4.13.18-RXN	EG10695
UDP-NACMURALA-GLU-LIG-RXN	EG10620
THYMIDYLATESYN-RXN	EG11002
1.2.99.7-RXN	G6156
1.2.99.7-RXN	G6155
1.2.99.7-RXN	G6157
XYLULOKIN-RXN	EG11075
RXN0-2044	G6716
ARGININE--TRNA-LIGASE-RXN	EG10071
RXN0-2042	G6710
RXN0-2042	G6709
RXN0-2042	G6713
RXN0-2042	G6711
PGPPHOSPHA-RXN	EG10704
PGPPHOSPHA-RXN	EG10705
PGPPHOSPHA-RXN	EG11371
ABC-19-RXN	EG10002
ABC-19-RXN	EG10152
ABC-19-RXN	EG12427
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	EG11022
ACETOINDEHYDROG-A-RXN	EG12019
DEHYDDEOXGALACTKIN-RXN	EG20051
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EG10661
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EG10660
GLYCEROL-2-PHOSPHATASE-RXN	EG10983
PRTRANS-RXN	EG11027
GALACTITOLPDEHYD-RXN	EG12417
3-OXOACYL-ACP-SYNTH-RXN	EG10274
3-OXOACYL-ACP-SYNTH-RXN	EG12606
2.7.10.2-RXN	G7105
PYRAZIN-RXN	EG11135
RXN-7682	G7486
RXN-7682	G7487
RXN-7682	G7485
ALLANTOATE-DEIMINASE-RXN	G6285
CHEBDEAMID-RXN	EG10147
RXN0-12	EG11167
RXN0-11	G6429
RXN0-11	G6430
RXN0-11	G6431
RXN0-11	G6432
RXN0-10	EG11167
CARBPSYN-RXN	EG10135
CARBPSYN-RXN	EG10134
PREPHENATEDEHYDROG-RXN	EG11039
RXN0-18	EG11689
ASPARAGHYD-RXN	EG12407
ASPARAGHYD-RXN	EG10045
ASPARAGHYD-RXN	EG10046
RXN0-17	G7264
RXN0-17	EG10165
RXN0-6531	EG11211
RXN0-16	EG11167
RXN0-14	EG11167
THREONINE-ALDOLASE-RXN	G6455
RFFTRANS-RXN	EG11456
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	G6208
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	EG12026
TRANS-RXN-242A	EG11469
METHGLYSYN-RXN	G6497
TRANS-RXN0-417	EG12908
TRANS-RXN0-418	EG12908
ISOCITDEH-RXN	EG10489
RXN0-1281	EG12022
RXN0-1281	EG11932
RXN0-1281	EG11311
RXN0-6526	EG10856
RXN0-6527	EG10856
RXN0-3901	G6644
RXN0-6528	G7629
RXN0-6529	G7629
RXN0-6522	EG10859
RXN0-6523	EG11299
MALONYL-ACPDECARBOX-RXN	EG10274
RXN0-6524	EG11620
RXN0-6525	G7175
MCPTAP-RXN	EG10147
RXN0-6521	EG10859
RXN0-6938	EG10299
ARGDECARBOX-RXN	EG11501
ARGDECARBOX-RXN	EG10959
HISTPRATPHYD-RXN	EG10451
RXN-11574	G6488
CHEBTSRD-RXN	EG10147
ABC-32-RXN	EG11573
ABC-32-RXN	EG11572
ABC-32-RXN	EG11574
RXN-11573	EG12207
RXN0-6554	EG10807
RXN-11576	G7950
MANNPDEHYDROG-RXN	EG10616
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EG10088
TAGAALDOL-RXN	EG12419
TAGAALDOL-RXN	G7128
TAGAALDOL-RXN	EG12768
TAGAALDOL-RXN	G7631
3.1.13.5-RXN	EG10858
RXN0-6555	G7593
SUCCARGDIHYDRO-RXN	G6941
RXN0-6556	G7750
RXN0-6945	EG11600
RXN0-6944	EG10299
RXN-11578	EG10376
RXN0-6948	G6759
RXN0-6941	G7593
RXN0-6549	G6438
RXN0-20	EG12128
ALDOSE1EPIM-RXN	EG11698
RXN0-22	EG11689
RXN0-3921	EG11822
XANPRIBOSYLTRAN-RXN	EG10414
RXN0-3922	EG10036
RXN0-21	EG10012
RXN0-21	EG11405
2.8.1.6-RXN	EG10118
RXN0-6541	EG10699
TRANS-RXN0-446	EG10567
TRANS-RXN0-446	EG10569
TRANS-RXN0-446	EG10568
TRANS-RXN0-447	EG11724
TRANS-RXN0-445	G6370
RXN0-6957	G6954
THIFIS-RXN	EG11587
THIFIS-RXN	G6238
RXN0-6550	EG11090
PROLINE--TRNA-LIGASE-RXN	EG10770
3.4.15.5-RXN	EG10212
RXN-12275	EG10478
RXN-12275	EG10479
RXN-12275	EG10475
RXN-12275	EG10476
RXN-12275	EG10477
RXN-12275	EG10480
RXN0-6950	G6488
RXN-12274	EG10285
RXN0-6952	EG10738
RXN-10040	M010
CTPSYN-RXN	EG10810
UROPORIIIMETHYLTRANSA-RXN	EG10188
ACETYLORNDEACET-RXN	EG11286
RXN-11591	EG12163
RXN-11592	EG11254
RXN-11593	G7008
FORMYLTHFGLUSYNTH-RXN	EG10327
RXN-11596	G6416
RXN-11598	EG12366
RXN0-1702	EG10272
RXN0-1702	EG10306
RXN0-1702	EG11012
RXN0-1702	EG10271
RXN0-1701	EG10272
RXN0-1701	EG11012
RXN0-1701	EG10271
RXN0-1701	EG10302
D--TARTRATE-DEHYDRATASE-RXN	EG10357
IMP-DEHYDROG-RXN	EG10421
SUCCINYLDIAMINOPIMTRANS-RXN	EG10066
TRANS-RXN0-452	EG12853
TRANS-RXN0-451	EG20044
TRANS-RXN0-454	G6800
TRANS-RXN0-454	G6802
TRANS-RXN0-454	G6801
TRANS-RXN0-454	G6803
TRANS-RXN0-453	G6859
TRANS-RXN0-455	EG10272
TRANS-RXN0-455	EG11012
TRANS-RXN0-455	EG10271
TRANS-RXN0-455	EG12334
TRANS-RXN0-455	EG10127
TRANS-RXN0-455	EG10126
TRANS-RXN0-455	EG10128
4.2.1.99-RXN	EG12316
TRANS-RXN0-457	G6206
3PGAREARR-RXN	EG11699
3PGAREARR-RXN	EG12296
N-ACETYLGLUTPREDUCT-RXN	EG10065
ABC-12-RXN	EG10389
ABC-12-RXN	EG10388
ABC-12-RXN	EG10386
RXN-11586	EG12401
GLYCOPHOSPHORYL-RXN	EG10380
GDP-GLUCOSIDASE-RXN	EG11789
3.1.21.7-RXN	EG11915
RXN0-3942	G6645
N-ACETYLTRANSFER-RXN	EG10063
R524-RXN	EG10175
MANNPISOM-RXN	EG10566
5-NUCLEOTID-RXN	EG11060
5-NUCLEOTID-RXN	EG11817
5-NUCLEOTID-RXN	EG10634
5-NUCLEOTID-RXN	EG12115
GLUTATHIONE-REDUCT-NADPH-RXN	EG10412
RXN-11589	EG11794
RXN-11588	G7845
TRANS-RXN0-469	G7399
TRANS-RXN0-468	EG11035
L-LACTDEHYDROGFMN-RXN	EG11963
RXN-11193	EG11407
DNA-LIGASE-NAD+-RXN	EG10534
DNA-LIGASE-NAD+-RXN	EG11334
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	EG11090
RXN0-6510	G6715
DIACYLGLYKIN-RXN	EG10224
RXN0-6513	G6714
RXN0-6512	G6718
RXN0-6511	G6708
RXN0-6515	EG10343
BTUR2-RXN	EG10130
ISPH2-RXN	EG11081
TRANS-RXN0-478	EG10195
TRANS-RXN0-478	EG10197
TRANS-RXN0-478	EG10198
TRANS-RXN0-478	EG10183
TRANS-RXN0-478	EG10929
TRANS-RXN0-477	EG11046
TRANS-RXN0-477	EG11047
TRANS-RXN0-477	EG11048
TRANS-RXN0-477	EG11049
TRANS-RXN0-479	EG10195
TRANS-RXN0-479	EG10197
TRANS-RXN0-479	EG10198
TRANS-RXN0-479	EG10183
TRANS-RXN0-479	EG10929
RXN0-3962	EG12292
TRANS-RXN0-481	EG11700
LEUCINE--TRNA-LIGASE-RXN	EG10532
2TRANSKETO-RXN	EG12100
2TRANSKETO-RXN	EG11427
LUMAZINESYN-RXN	EG11322
PNKIN-RXN	G7259
R165-RXN	G6286
TRANS-RXN0-488	EG10272
TRANS-RXN0-488	EG10306
TRANS-RXN0-488	EG11012
TRANS-RXN0-488	EG10271
TRANS-RXN0-488	EG10303
TRANS-RXN0-488	EG10305
TRANS-RXN0-488	EG10304
TRANS-RXN0-487	G6999
TRANS-RXN0-486	G6135
UDPGLUCEPIM-RXN	EG10362
LTAA-RXN	G6455
ALKAPHOSPHA-RXN	EG10727
KETOBUTFORMLY-RXN	G7627
RXN0-5408	EG10983
GUANOSINEKIN-RXN	EG11102
RXN0-5407	EG10580
RXN0-5405	G7322
RXN0-5405	EG10748
RXN0-5405	G7668
RXN0-5405	EG10605
6PGLUCONOLACT-RXN	G6397
RXN0-5402	G6904
RXN0-5402	EG11253
URA-PHOSPH-RXN	EG10219
RXN0-5401	G6422
RXN0-5401	G7073
RXN0-5401	G6571
HOMOCYSMET-RXN	EG10584
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	M013
RXN0-4341	G7590
RXN0-4342	G7590
RXN0-4361	EG11736
RXN0-5021	EG10239
F16BDEPHOS-RXN	EG11517
F16BDEPHOS-RXN	EG10283
F16BDEPHOS-RXN	EG11239
F16BDEPHOS-RXN	EG11245
CYSTEINE-AMINOTRANSFERASE-RXN	EG10096
RXN0-3461	EG10341
RXN0-3461	EG10580
RXN0-3461	EG10202
RXN0-3461	EG12015
RXN0-3461	EG10748
RXN0-3461	EG10606
RXN0-3461	EG12867
RXN0-3461	EG10605
DARABKIN-RXN	EG10350
CDPREDUCT-RXN	EG10661
CDPREDUCT-RXN	EG10660
PROTEIN-KINASE-RXN	G6969
PROTEIN-KINASE-RXN	EG11831
PANTEPADENYLYLTRAN-RXN	EG11190
RXN-11600	G6449
RXN-11601	EG11247
RXN-8770	G6349
RXN-11602	G6501
SEDOBISALDOL-RXN	EG10282
MALTACETYLTRAN-RXN	G58
RXN-8348	EG10153
NICOTINAMID-RXN	EG11135
RXN0-5422	EG11362
3.1.3.68-RXN	G6932
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	EG10211
RXN-8344	EG11511
RXN0-5001	EG11685
RXN0-5418	G7297
RXN0-5419	EG11497
LIPIDXSYNTHESIS-RXN	EG12666
LIPIDXSYNTHESIS-RXN	EG10138
H2NEOPTERINALDOL-RXN	EG11673
PRPPAMIDOTRANS-RXN	EG10794
RXN0-5410	G7558
RXN0-5413	G6529
RXN0-5414	G6530
RXN-8340	EG11595
RXN-8342	EG11598
RXN-8342	EG11597
GLUTAMINE--TRNA-LIGASE-RXN	EG10390
QOR-RXN	EG11492
RXN0-3182	G7682
RXN0-3182	EG10463
RXN0-5074	EG12600
RXN0-5073	EG12600
RXN0-4301	G6106
RXN0-6565	EG11289
RXN0-6565	G7145
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	EG10690
RXN0-6564	EG10999
RXN0-6563	G6455
RXN0-6562	EG12693
RXN0-6566	G7751
ENTF-RXN	EG10264
RXN0-5433	G7158
RXN0-5435	G7430
RXN0-5435	G7427
RXN0-5435	G7426
RXN0-5435	G7429
RXN0-5435	G7428
RXN0-5063	G6364
RXN0-5062	EG12330
RXN-11638	EG11085
RXN-11637	G7641
RXN0-5065	G6717
RXN-11635	G7603
RXN-11633	EG10523
RXN0-5061	EG12210
KDUD-RXN	EG12361
RXN0-6576	EG11884
RXN0-5055	EG10217
RXN0-5055	EG11647
RXN0-5057	EG11189
DTDPGLUCOSEPP-RXN	EG11454
DTDPGLUCOSEPP-RXN	EG11978
CARDIOLIPSYN-RXN	EG11608
CARDIOLIPSYN-RXN	G6406
RXN0-5462	G7319
RXN0-5462	G7841
RXN0-5462	EG10437
RXN0-5462	EG11445
RXN0-5462	EG10942
RXN0-5462	EG10484
RXN0-5462	EG12104
RXN0-2301	EG11811
RXN0-5468	EG10108
RXN0-5468	G6660
DUDPKIN-RXN	EG10650
DEOXYRIBOSE-P-ALD-RXN	EG10221
RXN0-5052	G7248
RXN0-5052	G7063
RXN0-5051	G7247
L-RHAMNONATE-DEHYDRATASE-RXN	G7160
GCVT-RXN	EG11442
ACETATEKIN-RXN	EG10027
ACETATEKIN-RXN	EG11809
RXN0-5455	EG10036
DEOXYGUANPHOSPHOR-RXN	EG10222
RXN0-5040	G6669
RXN0-5040	G6670
RXN0-5039	EG10746
RXN0-5039	EG10827
ARGSUCCINLYA-RXN	EG11223
ABC-2-RXN	EG10058
ABC-2-RXN	EG10059
ABC-2-RXN	EG10057
DEOXYINOPHOSPHOR-RXN	EG10222
RXN0-5461	G6798
DTDPRHAMSYNTHMULTI-RXN	EG12411
DTDPRHAMSYNTHMULTI-RXN	EG11979
ACETYLORNTRANSAM-RXN	EG10066
ACETYLORNTRANSAM-RXN	G6944
PPPGPPHYDRO-RXN	EG10413
MANNONOXIDOREDUCT-RXN	EG20248
AMPSYN-RXN	EG11314
ALANINE--TRNA-LIGASE-RXN	EG10034
FORMYLTHFDEFORMYL-RXN	EG11819
GLUTRNAREDUCT-RXN	EG10427
DCTP-DEAM-RXN	EG11418
RXN-1381	EG10740
DTDPGLUCDEHYDRAT-RXN	EG11453
DTDPGLUCDEHYDRAT-RXN	EG12412
ABC-42-RXN	EG12458
ABC-42-RXN	EG11958
ABC-42-RXN	EG11959
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EG11268
DAHPSYN-RXN	EG10079
DAHPSYN-RXN	EG10078
DAHPSYN-RXN	EG10080
PHOSPHOGLUCMUT-RXN	EG12144
MALATE-DEH-RXN	EG10576
3.1.13.3-RXN	G7842
PYRIMSYN1-RXN	EG11585
RXN0-5098	EG11796
FUC4NACTRANS-RXN	G7800
GLUCONATE-5-DEHYDROGENASE-RXN	G7892
FPPSYN-RXN	EG10508
THIOREDOXIN-REDUCT-NADPH-RXN	EG11032
RXN0-1684	EG10272
RXN0-1684	EG10286
RXN0-1684	EG11012
RXN0-1684	EG10271
ABC-63-RXN	EG12368
ABC-63-RXN	G7017
ABC-63-RXN	G7018
GKI-RXN	EG11175
RXN0-1682	EG10272
RXN0-1682	EG10293
RXN0-1682	EG11012
RXN0-1682	EG10271
COBINAMIDEKIN-RXN	EG13238
GLYC3PDEHYDROGBIOSYN-RXN	EG20091
METHENYLTHFCYCLOHYDRO-RXN	EG10328
CARBOXYLESTERASE-RXN	EG10122
BETA-PHOSPHOGLUCOMUTASE-RXN	G6655
OXALYL-COA-DECARBOXYLASE-RXN	G7236
DSBBPROT-RXN	EG11393
TDPFUCACTRANS-RXN	EG11455
GLYCOLATEDEHYDRO-RXN	G0-8601
GLYCOLATEDEHYDRO-RXN	G7544
GLYCOLATEDEHYDRO-RXN	G7545
PHOSPHASERSYN-RXN	EG10781
3.1.26.12-RXN	EG10859
NAPHTHOATE-SYN-RXN	EG11368
3.5.1.88-RXN	EG11440
ORNDECARBOX-RXN	EG10964
ORNDECARBOX-RXN	EG10961
GLYCEROL-KIN-RXN	EG10398
RXN0-2361	EG12440
HYDROXYLAMINE-REDUCTASE-RXN	G6457
URKI-RXN	EG11701
LTARTDEHYDRA-RXN	EG11168
LTARTDEHYDRA-RXN	EG11169
R621-RXN	EG10456
DGTPTRIPHYDRO-RXN	EG10225
TRANS-RXN-29A	EG11612
RXN0-2381	EG11024
ABC-33-RXN	EG12275
ABC-33-RXN	EG12276
ABC-33-RXN	EG20252
YIAE2-RXN	EG12272
UDPMANACATRANS-RXN	EG11458
ALLANTOINASE-RXN	G6281
GLUCOSAMINE-6-P-DEAMIN-RXN	EG10633
2.7.7.13-RXN	EG10161
GLUCOSE-1-PHOSPHAT-RXN	EG10033
GLUCOSE-1-PHOSPHAT-RXN	EG11850
URUR-RXN	G6284
ACYLCOADEHYDROG-RXN	G6918
ACYLCOADEHYDROG-RXN	G6105
GALACTOACETYLTRAN-RXN	EG10524
1.5.1.34-RXN	EG10456
1.5.1.34-RXN	EG50005
GLYCPDIESTER-RXN	EG10399
GLYCPDIESTER-RXN	EG11050
ACETOACETYL-COA-TRANSFER-RXN	EG11669
ACETOACETYL-COA-TRANSFER-RXN	EG11670
ANTHRANSYN-RXN	EG11027
ANTHRANSYN-RXN	EG11028
RXN0-2382	EG11025
AIRS-RXN	EG10798
CHERTAPM-RXN	EG10148
GALACTARDEHYDRA-RXN	EG12522
GLUC1PURIDYLTRANS-RXN	EG11319
2OXOGLUTARATEDEH-RXN	EG10980
2OXOGLUTARATEDEH-RXN	EG10979
2OXOGLUTARATEDEH-RXN	EG10543
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EG10497
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EG11040
RXN0-884	EG11081
RXN0-882	EG10370
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	G6136
VALINE-PYRUVATE-AMINOTRANSFER-RXN	EG10107
RXN0-3441	EG12657
LYSINE--TRNA-LIGASE-RXN	EG10553
LYSINE--TRNA-LIGASE-RXN	EG10552
PFLDEACTIV-RXN	EG10031
UDP-NACMUR-ALA-LIG-RXN	EG10619
